file_path,province,speaker,duration,region
vinh-long/3609851/195.wav,vinh-long,vinh-long_3609851,5.184,south
vinh-long/3609851/089.wav,vinh-long,vinh-long_3609851,6.88,south
vinh-long/3609851/135.wav,vinh-long,vinh-long_3609851,7.104,south
vinh-long/3609851/072.wav,vinh-long,vinh-long_3609851,6.304,south
vinh-long/3609851/181.wav,vinh-long,vinh-long_3609851,8.864,south
vinh-long/3609851/002.wav,vinh-long,vinh-long_3609851,6.016,south
vinh-long/3609851/077.wav,vinh-long,vinh-long_3609851,5.952,south
vinh-long/3609851/044.wav,vinh-long,vinh-long_3609851,5.984,south
vinh-long/3609851/020.wav,vinh-long,vinh-long_3609851,5.792,south
vinh-long/3609851/005.wav,vinh-long,vinh-long_3609851,8.416,south
vinh-long/3609851/192.wav,vinh-long,vinh-long_3609851,5.024,south
vinh-long/3609851/065.wav,vinh-long,vinh-long_3609851,7.04,south
vinh-long/3609851/001.wav,vinh-long,vinh-long_3609851,5.536,south
vinh-long/3609851/043.wav,vinh-long,vinh-long_3609851,5.12,south
vinh-long/3609851/180.wav,vinh-long,vinh-long_3609851,6.304,south
vinh-long/3609851/139.wav,vinh-long,vinh-long_3609851,6.144,south
vinh-long/3609851/197.wav,vinh-long,vinh-long_3609851,8.032,south
vinh-long/3609851/097.wav,vinh-long,vinh-long_3609851,5.888,south
vinh-long/3609851/108.wav,vinh-long,vinh-long_3609851,7.072,south
vinh-long/3609851/178.wav,vinh-long,vinh-long_3609851,6.016,south
vinh-long/3609851/137.wav,vinh-long,vinh-long_3609851,5.76,south
vinh-long/3609851/156.wav,vinh-long,vinh-long_3609851,5.44,south
vinh-long/3609851/115.wav,vinh-long,vinh-long_3609851,5.408,south
vinh-long/3609851/053.wav,vinh-long,vinh-long_3609851,7.136,south
vinh-long/3609851/061.wav,vinh-long,vinh-long_3609851,6.816,south
vinh-long/3609851/112.wav,vinh-long,vinh-long_3609851,6.752,south
vinh-long/3609851/064.wav,vinh-long,vinh-long_3609851,6.592,south
vinh-long/3609851/038.wav,vinh-long,vinh-long_3609851,6.208,south
vinh-long/3609851/196.wav,vinh-long,vinh-long_3609851,6.592,south
vinh-long/3609851/193.wav,vinh-long,vinh-long_3609851,5.024,south
vinh-long/3609851/050.wav,vinh-long,vinh-long_3609851,6.944,south
vinh-long/3609851/009.wav,vinh-long,vinh-long_3609851,6.176,south
vinh-long/3609851/027.wav,vinh-long,vinh-long_3609851,7.328,south
vinh-long/3609851/082.wav,vinh-long,vinh-long_3609851,8.032,south
vinh-long/3609851/071.wav,vinh-long,vinh-long_3609851,7.552,south
vinh-long/3609851/165.wav,vinh-long,vinh-long_3609851,5.824,south
vinh-long/3609851/031.wav,vinh-long,vinh-long_3609851,5.76,south
vinh-long/3609851/126.wav,vinh-long,vinh-long_3609851,7.872,south
vinh-long/3609851/024.wav,vinh-long,vinh-long_3609851,4.8,south
vinh-long/3609851/015.wav,vinh-long,vinh-long_3609851,5.824,south
vinh-long/3609851/160.wav,vinh-long,vinh-long_3609851,6.72,south
vinh-long/3609851/030.wav,vinh-long,vinh-long_3609851,8.672,south
vinh-long/3609851/132.wav,vinh-long,vinh-long_3609851,5.152,south
vinh-long/3609851/078.wav,vinh-long,vinh-long_3609851,5.312,south
vinh-long/3609851/070.wav,vinh-long,vinh-long_3609851,7.872,south
vinh-long/3609851/022.wav,vinh-long,vinh-long_3609851,6.72,south
vinh-long/3609851/188.wav,vinh-long,vinh-long_3609851,6.752,south
vinh-long/3609851/059.wav,vinh-long,vinh-long_3609851,5.984,south
vinh-long/3609851/058.wav,vinh-long,vinh-long_3609851,4.704,south
vinh-long/3609851/163.wav,vinh-long,vinh-long_3609851,6.848,south
vinh-long/3609851/045.wav,vinh-long,vinh-long_3609851,5.44,south
vinh-long/3609851/103.wav,vinh-long,vinh-long_3609851,6.848,south
vinh-long/3609851/155.wav,vinh-long,vinh-long_3609851,6.688,south
vinh-long/3609851/090.wav,vinh-long,vinh-long_3609851,5.312,south
vinh-long/3609851/069.wav,vinh-long,vinh-long_3609851,5.76,south
vinh-long/3609851/131.wav,vinh-long,vinh-long_3609851,6.912,south
vinh-long/3609851/151.wav,vinh-long,vinh-long_3609851,6.24,south
vinh-long/3609851/007.wav,vinh-long,vinh-long_3609851,7.744,south
vinh-long/3609851/004.wav,vinh-long,vinh-long_3609851,7.296,south
vinh-long/3609851/142.wav,vinh-long,vinh-long_3609851,5.824,south
vinh-long/3609851/048.wav,vinh-long,vinh-long_3609851,8.128,south
vinh-long/3609851/091.wav,vinh-long,vinh-long_3609851,5.216,south
vinh-long/3609851/120.wav,vinh-long,vinh-long_3609851,6.432,south
vinh-long/3609851/014.wav,vinh-long,vinh-long_3609851,5.536,south
vinh-long/3609851/104.wav,vinh-long,vinh-long_3609851,6.112,south
vinh-long/3609851/122.wav,vinh-long,vinh-long_3609851,6.478625,south
vinh-long/3609851/000.wav,vinh-long,vinh-long_3609851,6.784,south
vinh-long/3609851/093.wav,vinh-long,vinh-long_3609851,6.016,south
vinh-long/3609851/168.wav,vinh-long,vinh-long_3609851,6.848,south
vinh-long/3609851/073.wav,vinh-long,vinh-long_3609851,6.08,south
vinh-long/3609851/033.wav,vinh-long,vinh-long_3609851,5.022625,south
vinh-long/3609851/109.wav,vinh-long,vinh-long_3609851,6.336,south
vinh-long/3609851/146.wav,vinh-long,vinh-long_3609851,6.368,south
vinh-long/3609851/094.wav,vinh-long,vinh-long_3609851,5.792,south
vinh-long/3609851/037.wav,vinh-long,vinh-long_3609851,6.56,south
vinh-long/3609851/175.wav,vinh-long,vinh-long_3609851,7.52,south
vinh-long/3609851/121.wav,vinh-long,vinh-long_3609851,5.536,south
vinh-long/3609851/130.wav,vinh-long,vinh-long_3609851,5.888,south
vinh-long/3609851/194.wav,vinh-long,vinh-long_3609851,6.304,south
vinh-long/3609851/124.wav,vinh-long,vinh-long_3609851,6.336,south
vinh-long/3609851/080.wav,vinh-long,vinh-long_3609851,6.752,south
vinh-long/3609851/032.wav,vinh-long,vinh-long_3609851,5.312,south
vinh-long/3609851/035.wav,vinh-long,vinh-long_3609851,6.336,south
vinh-long/3609851/182.wav,vinh-long,vinh-long_3609851,7.392,south
vinh-long/3609851/084.wav,vinh-long,vinh-long_3609851,7.808,south
vinh-long/3609851/186.wav,vinh-long,vinh-long_3609851,6.016,south
vinh-long/3609851/010.wav,vinh-long,vinh-long_3609851,6.72,south
vinh-long/3609851/157.wav,vinh-long,vinh-long_3609851,7.296,south
vinh-long/3609851/101.wav,vinh-long,vinh-long_3609851,5.696,south
vinh-long/3609851/062.wav,vinh-long,vinh-long_3609851,7.04,south
vinh-long/3609851/141.wav,vinh-long,vinh-long_3609851,4.576,south
vinh-long/3609851/159.wav,vinh-long,vinh-long_3609851,7.456,south
vinh-long/3609851/060.wav,vinh-long,vinh-long_3609851,6.912,south
vinh-long/3609851/116.wav,vinh-long,vinh-long_3609851,5.472,south
vinh-long/3609851/016.wav,vinh-long,vinh-long_3609851,5.888,south
vinh-long/3609851/023.wav,vinh-long,vinh-long_3609851,5.472,south
vinh-long/3609851/113.wav,vinh-long,vinh-long_3609851,7.872,south
vinh-long/3609851/074.wav,vinh-long,vinh-long_3609851,5.088,south
vinh-long/3609851/173.wav,vinh-long,vinh-long_3609851,7.126625,south
vinh-long/3609851/079.wav,vinh-long,vinh-long_3609851,5.824,south
vinh-long/3609851/148.wav,vinh-long,vinh-long_3609851,5.088,south
vinh-long/3609851/102.wav,vinh-long,vinh-long_3609851,6.112,south
vinh-long/3609851/025.wav,vinh-long,vinh-long_3609851,8.192,south
vinh-long/3609851/189.wav,vinh-long,vinh-long_3609851,7.392,south
vinh-long/3609851/117.wav,vinh-long,vinh-long_3609851,5.44,south
vinh-long/3609851/086.wav,vinh-long,vinh-long_3609851,5.568,south
vinh-long/3609851/063.wav,vinh-long,vinh-long_3609851,4.832,south
vinh-long/3609851/106.wav,vinh-long,vinh-long_3609851,7.04,south
vinh-long/3609851/075.wav,vinh-long,vinh-long_3609851,5.952,south
vinh-long/3609851/149.wav,vinh-long,vinh-long_3609851,5.952,south
vinh-long/3609851/152.wav,vinh-long,vinh-long_3609851,5.696,south
vinh-long/3609851/185.wav,vinh-long,vinh-long_3609851,5.408,south
vinh-long/3609851/029.wav,vinh-long,vinh-long_3609851,7.872,south
vinh-long/3609851/040.wav,vinh-long,vinh-long_3609851,6.464,south
vinh-long/3609851/011.wav,vinh-long,vinh-long_3609851,5.728,south
vinh-long/3609851/085.wav,vinh-long,vinh-long_3609851,5.12,south
vinh-long/3609851/183.wav,vinh-long,vinh-long_3609851,7.264,south
vinh-long/3609851/134.wav,vinh-long,vinh-long_3609851,5.6,south
vinh-long/3609851/012.wav,vinh-long,vinh-long_3609851,6.528,south
vinh-long/3609851/167.wav,vinh-long,vinh-long_3609851,6.368,south
vinh-long/3609851/133.wav,vinh-long,vinh-long_3609851,6.976,south
vinh-long/3609851/067.wav,vinh-long,vinh-long_3609851,8.512,south
vinh-long/3609851/095.wav,vinh-long,vinh-long_3609851,7.904,south
vinh-long/3609851/039.wav,vinh-long,vinh-long_3609851,6.752,south
vinh-long/3609851/107.wav,vinh-long,vinh-long_3609851,4.48,south
vinh-long/3609851/054.wav,vinh-long,vinh-long_3609851,7.198625,south
vinh-long/3609851/087.wav,vinh-long,vinh-long_3609851,7.36,south
vinh-long/3609851/057.wav,vinh-long,vinh-long_3609851,7.04,south
vinh-long/3609851/098.wav,vinh-long,vinh-long_3609851,6.368,south
vinh-long/3609851/068.wav,vinh-long,vinh-long_3609851,6.56,south
vinh-long/3609851/026.wav,vinh-long,vinh-long_3609851,6.048,south
vinh-long/3609851/056.wav,vinh-long,vinh-long_3609851,6.432,south
vinh-long/3609851/019.wav,vinh-long,vinh-long_3609851,5.824,south
vinh-long/3609851/034.wav,vinh-long,vinh-long_3609851,4.992,south
vinh-long/3609851/136.wav,vinh-long,vinh-long_3609851,5.088,south
vinh-long/3609851/006.wav,vinh-long,vinh-long_3609851,7.264,south
vinh-long/3609851/179.wav,vinh-long,vinh-long_3609851,6.208,south
vinh-long/3609851/129.wav,vinh-long,vinh-long_3609851,4.544,south
vinh-long/3609851/171.wav,vinh-long,vinh-long_3609851,8.032,south
vinh-long/3609851/161.wav,vinh-long,vinh-long_3609851,7.552,south
vinh-long/3609851/147.wav,vinh-long,vinh-long_3609851,5.76,south
vinh-long/3609851/081.wav,vinh-long,vinh-long_3609851,5.696,south
vinh-long/3609851/127.wav,vinh-long,vinh-long_3609851,7.2,south
hau-giang/0317516/125.wav,hau-giang,hau-giang_0317516,4.288,south
hau-giang/0317516/135.wav,hau-giang,hau-giang_0317516,5.888,south
hau-giang/0317516/195.wav,hau-giang,hau-giang_0317516,4.48,south
hau-giang/0317516/096.wav,hau-giang,hau-giang_0317516,6.4,south
hau-giang/0317516/072.wav,hau-giang,hau-giang_0317516,5.952,south
hau-giang/0317516/089.wav,hau-giang,hau-giang_0317516,4.992,south
hau-giang/0317516/083.wav,hau-giang,hau-giang_0317516,5.92,south
hau-giang/0317516/005.wav,hau-giang,hau-giang_0317516,5.536,south
hau-giang/0317516/192.wav,hau-giang,hau-giang_0317516,4.864,south
hau-giang/0317516/181.wav,hau-giang,hau-giang_0317516,4.64,south
hau-giang/0317516/002.wav,hau-giang,hau-giang_0317516,4.32,south
hau-giang/0317516/065.wav,hau-giang,hau-giang_0317516,4.576,south
hau-giang/0317516/077.wav,hau-giang,hau-giang_0317516,5.216,south
hau-giang/0317516/180.wav,hau-giang,hau-giang_0317516,6.08,south
hau-giang/0317516/020.wav,hau-giang,hau-giang_0317516,5.504,south
hau-giang/0317516/139.wav,hau-giang,hau-giang_0317516,4.16,south
hau-giang/0317516/001.wav,hau-giang,hau-giang_0317516,6.496,south
hau-giang/0317516/115.wav,hau-giang,hau-giang_0317516,4.576,south
hau-giang/0317516/043.wav,hau-giang,hau-giang_0317516,4.8,south
hau-giang/0317516/156.wav,hau-giang,hau-giang_0317516,5.824,south
hau-giang/0317516/197.wav,hau-giang,hau-giang_0317516,5.76,south
hau-giang/0317516/017.wav,hau-giang,hau-giang_0317516,3.808,south
hau-giang/0317516/097.wav,hau-giang,hau-giang_0317516,5.024,south
hau-giang/0317516/108.wav,hau-giang,hau-giang_0317516,4.672,south
hau-giang/0317516/112.wav,hau-giang,hau-giang_0317516,4.096,south
